ec_code,ec_description
73402000,"Sweet potato, baked, peel eaten, NS as to fat"
73403020,"Sweet potato, baked, peel not eaten, fat added, NS as to fat type, NS as to peel eaten"
73403022,"Sweet potato, baked, peel not eaten, made with butter, made with animal fat or meat drippings, NS as to peel eaten"
73403023,"Sweet potato, baked, peel not eaten, made with margarine, made with shortening, NS as to peel eaten"
73403021,"Sweet potato, baked, peel not eaten, made with oil, NS as to peel eaten"
73403010,"Sweet potato, baked, peel not eaten, no added fat, NS as to peel eaten, made with cooking spray"
73403000,"Sweet potato, baked, peel not eaten, NS as to fat, NS as to peel eaten"
73405020,"Sweet potato, boiled, fat added, NS as to fat type"
73405022,"Sweet potato, boiled, made with butter, made with animal fat or meat drippings"
73405023,"Sweet potato, boiled, made with margarine, made with shortening"
73405021,"Sweet potato, boiled, made with oil"
73405010,"Sweet potato, boiled, no added fat, made with cooking spray"
73406000,"Sweet potato, candied"
73407060,"Sweet potato, canned, fat added, any type of fat"
73407050,"Sweet potato, canned, no added fat, made with cooking spray"
73407000,"Sweet potato, canned, NS as to fat"
11512,"Sweet potato, canned, vacuum pack"
73409000,"Sweet potato, casserole or mashed, sweet potato pudding"
11508,"Sweet potato, cooked, baked in skin, flesh, without salt"
11510,"Sweet potato, cooked, boiled, without skin"
73401000,"Sweet potato, NFS"
11507,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)"
72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked, swamp cabbage, with or without fat"
73421000,"Sweet potato, yellow, Puerto Rican, cooked, Batata mameya hervida"
76604500,"Sweet potatoes and chicken, baby food, strained, Beech-Nut Stage 2 Delicious Duos"
76209020,"Sweet potatoes, baby food, junior, Beech-Nut Stage 3, Gerber Third Foods"
76209000,"Sweet potatoes, baby food, NS as to strained or junior"
76209010,"Sweet potatoes, baby food, strained, Earth's Best, Gerber First Foods, Gerber Second Foods, Beech-Nut Stage 1 Starter Size, Beech-Nut Stage 1"
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing"
18356,"Sweet rolls, cinnamon, commercially prepared with raisins"
25140110,"Sweetbreads, cooked"
19918,"Sweetener, herbal extract powder from Stevia leaf"
19912,"Sweetener, syrup, agave"
19337,"Sweeteners, tabletop, aspartame, EQUAL, packets"
43158,"Sweeteners, tabletop, saccharin (sodium saccharin)"
19868,"Sweeteners, tabletop, sucralose, SPLENDA packets"
27411120,Swiss steak
41811950,"Swiss steak, with gravy, meatless, La Loma Swiss Steak, meat substitute, vegetarian"
26149120,"Swordfish, baked or broiled, fat added, sauteed, fried with no coating, marlin, NS as to fat"
26149121,"Swordfish, baked or broiled, no added fat, marlin"
26149130,"Swordfish, coated, baked or broiled, fat added, marlin, NS as to fat"
26149131,"Swordfish, coated, baked or broiled, no added fat, marlin"
26149140,"Swordfish, coated, fried, marlin, fried, NS as to coating"
26149110,"Swordfish, cooked, NS as to cooking method, marlin"
26149160,"Swordfish, steamed or poached, marlin"
19030,"Syrup, fruit flavored"
19924,"Syrup, NESTLE, chocolate"
91300010,"Syrup, NFS"
19348,"Syrups, chocolate, fudge-type"
19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup"
19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup"
19349,"Syrups, corn, dark"
19350,"Syrups, corn, light"
42040,"Syrups, grenadine"
19353,"Syrups, maple"
43026,"Syrups, sugar free"
19128,"Syrups, table blends, pancake, reduced-calorie"
19360,"Syrups, table blends, pancake, with 2% maple"
27415130,Szechuan beef
58175110,"Tabbouleh, Tabbuli, bulgar with tomatoes and parsley"
81100000,"Table fat, NFS"
81100000,"Table fat, NFS, NS as to butter, margarine, or blend"
58101950,"Taco or tostada salad with chicken and sour cream, with turkey"
58101935,"Taco or tostada salad with chicken, with turkey"
58101945,"Taco or tostada salad with meat and sour cream, with beef, steak, pork, sausage, and/or chorizo"
58101930,"Taco or tostada salad with meat, Taco Bell Taco Salad, with beef, steak, pork, sausage, and/or chorizo"
58101940,"Taco or tostada salad, meatless"
58101955,"Taco or tostada salad, meatless with sour cream"
58101725,Taco or tostada with beans and sour cream
58101720,"Taco or tostada with beans, Taco Bell Tostada"
58101735,"Taco or tostada with chicken and beans, with turkey"
58101525,"Taco or tostada with chicken and sour cream, with turkey"
58101750,"Taco or tostada with chicken, beans, and sour cream, with turkey"
58101520,"Taco or tostada with chicken, Taco Bell Chicken Taco, with turkey"
58101540,Taco or tostada with fish
58101730,"Taco or tostada with meat and beans, beef, steak, pork, sausage, and/or chorizo"
58101733,"Taco or tostada with meat and beans, from fast food, Taco Bell Mexican Pizza, Taco Bell Tostada, with beef, steak, pork, sausage, and/or chorizo"
58101325,"Taco or tostada with meat and sour cream, with beef, steak, pork, sausage, and/or chorizo"
58101745,"Taco or tostada with meat, beans, and sour cream, with beef, steak, pork, sausage, and/or chorizo"
58101323,"Taco or tostada with meat, from fast food, Taco Bell Taco, NFS, Taco Bell Beef Taco, with beef, steak, pork, sausage, and/or chorizo"
58101320,"Taco or tostada with meat, taco or tostada, NFS, with beef, steak, pork, sausage, and/or chorizo"
74402210,"Taco sauce, McDonald's hot sauce, Taco Bell hot sauce, fast food hot sauce"
52215300,"Taco shell, corn, corn tostada shell, fried corn tortilla"
52215350,"Taco shell, flour, flour tostada shell, fried flour tortilla, taco salad shell"
18360,"Taco shells, baked"
58115210,"Taco with crab meat, Puerto Rican style, crab pastelillo, Taco de jueye"
91750000,"Taffy, Taffy, NFS, fruit flavored, Fruit Chews, Kits, Mary Jane, Mighty Bite, Now and Later, Peanut Kisses, Salt water taffy, Starburst, Tangy Taffy, Bit-O-Honey, Bonkers!, all flavors, Airheads, Laffy Taffy, Oompas"
43103300,"Tahini, sesame seed butter, sesame seed paste"
58115150,"Tamal in a leaf, Puerto Rican style, Tamales en hoja"
58103310,Tamale casserole with meat
58115110,"Tamale casserole, Puerto Rican style, Tamales en cazuela"
58103130,Tamale with chicken
58103130,"Tamale with chicken, turkey"
58103120,"Tamale with meat, beef, pork, tamale, NFS"
58103210,"Tamale, meatless, with sauce, Puerto Rican or Caribbean style"
58103250,"Tamale, plain, meatless, no sauce, Mexican style"
53430750,"Tamale, sweet, with fruit"
53430700,"Tamale, sweet, with sugar and spices"
63148750,Tamarind
91708070,Tamarind candy
92510650,"Tamarind drink, Refresco de tamarindo"
62126000,"Tamarind, dried"
62126000,"Tamarind, dried, pulpitas"
9322,"Tamarinds, raw"
61213220,"Tangerine juice, 100%, frozen, reconstituted"
9221,"Tangerine juice, raw"
61125010,"Tangerine, raw, tangelo"
9219,"Tangerines, (mandarin oranges), canned, juice pack"
9218,"Tangerines, (mandarin oranges), raw"
71950010,"Tannier, cooked, yautia, with or without fat"
20068,"Tapioca, pearl, dry"
58104800,Taquito or flauta with cheese
58104835,"Taquito or flauta with chicken and cheese, with turkey"
58104830,"Taquito or flauta with chicken, with turkey"
58104900,Taquito or flauta with egg
58104905,"Taquito or flauta with egg and breakfast meat, with bacon, beef, ham, sausage, and/or chorizo"
58104825,"Taquito or flauta with meat and cheese, with beef, steak, pork, sausage, and/or chorizo"
58104820,"Taquito or flauta with meat, taquitos, NFS, flauta, NFS, with beef, steak, pork, sausage, and/or chorizo"
32007,"Taquitos, frozen, beef and cheese, oven-heated"
32006,"Taquitos, frozen, chicken and cheese, oven-heated"
71980200,Taro chips
72126001,"Taro leaves, cooked, callaloo, calaloo, callilu, bhaji, with or without fat"
11520,"Taro leaves, raw"
71962040,"Taro, cooked, with or without fat"
11518,"Taro, raw"
18459,"Tart, breakfast, low fat"
81302050,Tartar sauce
92306800,"Tea, hot, chai, with milk, Indian Masala chai, spiced milk tea, chai tea latte, tea latte, NS as to type"
92306700,"Tea, hot, chamomile, unsweetened, leaf, tea bags, brewed"
92306000,"Tea, hot, herbal, herbal tea, NFS, unsweetened, leaf, tea bags, brewed, rooibos tea, mate tea, caraway seed tea"
92306090,"Tea, hot, hibiscus, Agua de Jamaica, unsweetened, leaf, tea bags, brewed"
92302500,"Tea, hot, leaf, black, decaffeinated, spiced, lemon- or other fruit-flavored tea, unsweetened, tea bags, brewed, chai tea, black tea blends"
92302000,"Tea, hot, leaf, black, tea bags, spiced, lemon- or other fruit-flavored tea, unsweetened, brewed, chai tea, black tea blends, tea, NS as to type"
92303100,"Tea, hot, leaf, green, decaffeinated, unsweetened, tea bags, brewed, white tea, Japanese green tea, green tea blends, rice tea"
92303010,"Tea, hot, leaf, green, unsweetened, tea bags, brewed, Japanese green tea, green tea blends"
92304100,"Tea, hot, leaf, oolong, unsweetened, tea bags, brewed"
92309000,"Tea, iced, bottled, black, can, carton, or fountain, sweet tea, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea, Snapple, all flavors"
92309010,"Tea, iced, bottled, black, decaffeinated, can, carton, or fountain, sweet tea, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea, caffeine free Snapple Tea, all flavors"
92309030,"Tea, iced, bottled, black, decaffeinated, diet, light, reduced calorie, or sugar free, can, carton, or fountain, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea, caffeine free Diet Snapple Tea, all flavors"
92309050,"Tea, iced, bottled, black, decaffeinated, unsweetened, can, carton, or fountain, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92309020,"Tea, iced, bottled, black, diet, light, reduced calorie, or sugar free, can, carton, or fountain, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea, Diet Snapple Tea, all flavors"
92309040,"Tea, iced, bottled, black, unsweetened, can, carton, or fountain, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92309500,"Tea, iced, bottled, green, can, carton, or fountain, white tea, herbal tea, green and fruit, herbal, or white tea blends, decaffeinated, Snapple"
92309510,"Tea, iced, bottled, green, diet, light, reduced calorie, or sugar free, can, carton, or fountain, white tea, herbal tea, green and fruit, herbal, or white tea blends, decaffeinated, Diet Snapple"
92309520,"Tea, iced, bottled, green, unsweetened, can, carton, or fountain, white tea, herbal tea, green and fruit, herbal, or white tea blends, decaffeinated"
92308040,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener, leaf, bag, or vending, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92308030,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar, sweet tea, leaf, bag, or vending, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea, NS as to sweetener"
92308050,"Tea, iced, brewed, black, decaffeinated, unsweetened, leaf, bag, or vending, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92308010,"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener, leaf, baf, or vending, black and fruit, green, herbal, white, or other tea blends, NS as to regular or decaffeinated, NS as to type of tea"
92308000,"Tea, iced, brewed, black, pre-sweetened with sugar, sweet tea, leaf, bag, or vending, McDonald's Iced Sweet Tea, black and fruit, green, herbal, white, or other tea blends, NS as to regular or decaffeinated, iced tea, NS as to type, NS as to sweetener"
92308020,"Tea, iced, brewed, black, unsweetened, leaf, bag, or vending, McDonald's Iced Tea, black and fruit, green, herbal, white, or other tea blends, NS as to regular or decaffeinated, NS as to type of tea"
92308540,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener, leaf, bag, or vending, white tea, herbal tea, green and fruit, herbal, or white tea blends"
92308530,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar, leaf, bag, or vending, white tea, herbal tea, green and fruit, herbal, or white tea bleads, NS as to sweetener"
92308550,"Tea, iced, brewed, green, decaffeinated, unsweetened, leaf, bag, or vending, white tea, herbal tea, green and fruit, herbal, or white tea blends"
92308510,"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener, leaf, bag, or vending, white tea, herbal tea, green and fruit, herbal, or white tea blends, NS as to regular or decaffeinated"
92308500,"Tea, iced, brewed, green, pre-sweetened with sugar, leaf, bag, or vending, white tea, herbal tea, green and fruit, herbal, or white tea blends, NS as to regular or decaffeinated, NS as to sweetener"
92308520,"Tea, iced, brewed, green, unsweetened, leaf, bag, or vending, white tea, herbal tea, green and fruit, herbal, or white tea blends, NS as to regular or decaffeinated"
92305110,"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener, powdered mix, liquid concentrate, light, reduced calorie, diet, sugar free, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92305050,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar, powdered mix, liquid concentrate, NS as to sweetener, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92305180,"Tea, iced, instant, black, decaffeinated, unsweetened, powdered mix, liquid concentrate, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92305090,"Tea, iced, instant, black, pre-sweetened with low calorie sweetener, powdered mix, liquid concentrate, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea, light, reduced calorie, diet, sugar free"
92305040,"Tea, iced, instant, black, pre-sweetened with sugar, powdered mix, liquid concentrate, NS as to sweetener, sweet tea, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92307400,"Tea, iced, instant, black, pre-sweetened, dry, unreconstituted powdered mix, NS as to sweetener, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92307000,"Tea, iced, instant, black, unsweetened, dry, unreconstituted powdered mix, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92305010,"Tea, iced, instant, black, unsweetened, powdered mix, liquid concentrate, black and fruit, green, herbal, white, or other tea blends, NS as to type of tea"
92305920,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener, powdered mix, liquid concentrate, light, reduced calorie, diet, sugar free, white tea, herbal tea, green and fruit, herbal, or white tea blends, decaffeinated"
92305910,"Tea, iced, instant, green, pre-sweetened with sugar, powdered mix, liquid concentrate, white tea, herbal tea, NS as to sweetener, green and fruit, herbal, or white tea blends, decaffeinated"
92305900,"Tea, iced, instant, green, unsweetened, powdered mix, liquid concentrate, white tea, herbal tea, green and fruit, herbal, or white tea blends, decaffeinated"
